epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,37.5679,0.69203,0.91922,0.96457,0.95523,0.85654,0.9105,0.69685,0.72641,0.72771,0.99889,0.000576033,0.000576033,0.000576033
39,38.4677,0.68122,0.90338,0.93372,0.9649,0.86866,0.91507,0.69044,0.75508,0.69488,1.004,0.000567034,0.000567034,0.000567034
40,39.4139,0.74537,0.97832,0.97832,0.9612,0.87725,0.92186,0.7,0.75219,0.68552,0.9879,0.000558035,0.000558035,0.000558035
41,40.3417,0.74034,0.9575,0.95214,0.95327,0.87581,0.92381,0.70866,0.72793,0.685,0.97767,0.000549036,0.000549036,0.000549036
42,41.2592,0.66472,0.86617,0.94314,0.98891,0.86577,0.92346,0.72622,0.68566,0.66761,0.9744,0.000540037,0.000540037,0.000540037
43,42.1361,0.67734,0.88957,0.9413,0.98335,0.87002,0.92489,0.72979,0.70118,0.65799,0.97774,0.000531038,0.000531038,0.000531038
44,43.0046,0.68841,0.92311,0.95313,0.98054,0.88156,0.92648,0.73316,0.70203,0.64847,0.96999,0.000522039,0.000522039,0.000522039
45,43.8802,0.64705,0.82992,0.92673,0.97506,0.88524,0.9273,0.73323,0.70153,0.64914,0.97634,0.00051304,0.00051304,0.00051304
46,44.7847,0.6623,0.88629,0.94388,0.96496,0.88608,0.92824,0.73306,0.67494,0.64053,0.96719,0.00050404,0.00050404,0.00050404
47,45.673,0.66069,0.80939,0.96779,0.97322,0.88404,0.92868,0.73972,0.64848,0.63636,0.9574,0.000495041,0.000495041,0.000495041
48,46.5409,0.65098,0.89479,0.92825,0.95521,0.88988,0.93127,0.73882,0.67782,0.63917,0.97085,0.000486042,0.000486042,0.000486042
49,47.4072,0.6533,0.86489,0.93306,0.92971,0.89358,0.93399,0.73988,0.6997,0.63872,0.97614,0.000477043,0.000477043,0.000477043
50,48.288,0.68388,0.846,0.95081,0.88457,0.91165,0.92701,0.7289,0.67864,0.6161,0.96786,0.000468044,0.000468044,0.000468044
51,49.1584,0.66322,0.81373,0.94397,0.89958,0.91503,0.9267,0.73435,0.65305,0.61194,0.95283,0.000459045,0.000459045,0.000459045
52,50.0772,0.67775,0.8243,0.93758,0.90333,0.90729,0.92815,0.74271,0.64575,0.61087,0.94969,0.000450046,0.000450046,0.000450046
53,51.0429,0.63674,0.8452,0.93297,0.90337,0.91037,0.93079,0.73774,0.68685,0.61744,0.9723,0.000441047,0.000441047,0.000441047
54,51.9844,0.66832,0.82202,0.94302,0.95891,0.89552,0.93534,0.75069,0.64541,0.61485,0.9474,0.000432048,0.000432048,0.000432048
55,52.861,0.63777,0.81444,0.9188,0.94907,0.89254,0.937,0.75069,0.63362,0.61759,0.93968,0.000423049,0.000423049,0.000423049
56,53.7518,0.67792,0.84647,0.944,0.89266,0.90278,0.94082,0.75413,0.63234,0.61607,0.94141,0.000414049,0.000414049,0.000414049
57,54.6148,0.64354,0.8169,0.93389,0.97652,0.88346,0.94168,0.75145,0.6304,0.61384,0.94249,0.00040505,0.00040505,0.00040505
58,55.4946,0.6438,0.81881,0.93092,0.95224,0.89342,0.94161,0.76739,0.61002,0.6069,0.93115,0.000396051,0.000396051,0.000396051
59,56.3948,0.67265,0.84963,0.92802,0.90904,0.9211,0.94229,0.77326,0.60221,0.60714,0.92875,0.000387052,0.000387052,0.000387052
60,57.2719,0.64456,0.85385,0.92737,0.90731,0.91229,0.9446,0.77529,0.61124,0.60963,0.93236,0.000378053,0.000378053,0.000378053
61,58.1628,0.6159,0.78969,0.91122,0.9361,0.90573,0.94474,0.77784,0.60762,0.60452,0.92875,0.000369054,0.000369054,0.000369054
62,59.0545,0.57633,0.7482,0.90741,0.94443,0.90861,0.94434,0.77024,0.61687,0.59263,0.93009,0.000360055,0.000360055,0.000360055
63,59.9485,0.63094,0.81519,0.91697,0.96851,0.90266,0.94599,0.77228,0.60412,0.58097,0.92644,0.000351056,0.000351056,0.000351056
64,60.8358,0.61187,0.80564,0.91982,0.97523,0.90472,0.94619,0.77265,0.60012,0.571,0.92422,0.000342057,0.000342057,0.000342057
65,61.7822,0.62688,0.76501,0.92974,0.94695,0.90739,0.94549,0.77272,0.59351,0.56079,0.92353,0.000333058,0.000333058,0.000333058
66,62.7219,0.59457,0.76682,0.93309,0.93016,0.92729,0.95118,0.78099,0.60301,0.56686,0.93248,0.000324058,0.000324058,0.000324058
67,63.6699,0.61979,0.7582,0.93205,0.95678,0.92691,0.95499,0.78084,0.61647,0.56534,0.93857,0.000315059,0.000315059,0.000315059
68,64.5708,0.58754,0.74759,0.90714,0.97458,0.91814,0.9581,0.78611,0.60622,0.55928,0.93232,0.00030606,0.00030606,0.00030606
69,65.4341,0.58849,0.73505,0.91544,0.9685,0.91515,0.95886,0.79114,0.59743,0.55045,0.92977,0.000297061,0.000297061,0.000297061
70,66.3132,0.58645,0.74581,0.89712,0.91681,0.94564,0.95312,0.78435,0.61163,0.55618,0.93988,0.000288062,0.000288062,0.000288062
71,67.1871,0.58857,0.70203,0.90873,0.91755,0.94087,0.95056,0.77792,0.61499,0.55453,0.94321,0.000279063,0.000279063,0.000279063
72,68.0619,0.54802,0.71431,0.89342,0.91389,0.94116,0.95169,0.78191,0.60108,0.55259,0.93529,0.000270064,0.000270064,0.000270064
73,68.9232,0.54306,0.71219,0.88309,0.89648,0.95582,0.95382,0.78728,0.59899,0.55169,0.93236,0.000261065,0.000261065,0.000261065
74,69.7861,0.59133,0.72218,0.90087,0.98092,0.90492,0.95639,0.79012,0.5993,0.55221,0.93048,0.000252066,0.000252066,0.000252066
75,70.6459,0.55946,0.68835,0.9043,0.93916,0.91559,0.9567,0.79022,0.59889,0.55423,0.92887,0.000243067,0.000243067,0.000243067
76,71.489,0.5918,0.7672,0.90526,0.93472,0.92403,0.95781,0.79389,0.5898,0.54735,0.92277,0.000234068,0.000234068,0.000234068
77,72.3742,0.57287,0.70433,0.90162,0.92985,0.92861,0.95803,0.79472,0.58352,0.53772,0.91937,0.000225068,0.000225068,0.000225068
78,73.3126,0.57356,0.71094,0.88988,0.93615,0.94975,0.96045,0.79586,0.57923,0.52551,0.9169,0.000216069,0.000216069,0.000216069
79,74.2382,0.63009,0.75025,0.92755,0.94794,0.93909,0.96026,0.79315,0.58012,0.52859,0.91649,0.00020707,0.00020707,0.00020707
80,75.0932,0.61246,0.73229,0.92547,0.95891,0.93654,0.96035,0.7927,0.58108,0.53412,0.91828,0.000198071,0.000198071,0.000198071
81,75.9622,0.56333,0.69358,0.90602,0.95819,0.9416,0.95776,0.79089,0.59124,0.53567,0.92454,0.000189072,0.000189072,0.000189072
82,76.8437,0.57879,0.71521,0.90834,0.94527,0.93175,0.9538,0.78357,0.60621,0.53531,0.93281,0.000180073,0.000180073,0.000180073
83,77.7219,0.58532,0.6912,0.89177,0.9122,0.9524,0.95331,0.78827,0.58793,0.53082,0.9269,0.000171074,0.000171074,0.000171074
84,78.5761,0.57071,0.73784,0.88673,0.9228,0.93755,0.95174,0.78767,0.57858,0.52942,0.92203,0.000162075,0.000162075,0.000162075
85,79.4479,0.55962,0.70175,0.90551,0.9344,0.92798,0.95283,0.78725,0.57788,0.52805,0.92139,0.000153076,0.000153076,0.000153076
86,80.326,0.57527,0.69315,0.90697,0.92146,0.94646,0.95444,0.79614,0.5702,0.52129,0.91606,0.000144077,0.000144077,0.000144077
87,81.2064,0.54188,0.66923,0.89714,0.93482,0.94495,0.95742,0.79751,0.57388,0.51753,0.91648,0.000135077,0.000135077,0.000135077
88,82.079,0.56315,0.70649,0.9142,0.93872,0.95161,0.95867,0.79902,0.57917,0.51801,0.91842,0.000126078,0.000126078,0.000126078
89,82.9463,0.58828,0.71261,0.90541,0.94003,0.95158,0.95862,0.79861,0.58325,0.51378,0.92021,0.000117079,0.000117079,0.000117079
90,83.8861,0.57663,0.70341,0.91207,0.93948,0.94081,0.95993,0.79926,0.57732,0.51025,0.91751,0.00010808,0.00010808,0.00010808
91,93.4108,0.51092,0.68239,0.88403,0.94812,0.93574,0.95922,0.79932,0.57537,0.51177,0.91676,9.9081e-05,9.9081e-05,9.9081e-05
92,94.254,0.4878,0.62864,0.87946,0.93211,0.94025,0.95957,0.80077,0.57298,0.51889,0.91581,9.00819e-05,9.00819e-05,9.00819e-05
93,95.1488,0.48656,0.63838,0.86862,0.93142,0.94074,0.95965,0.80085,0.57425,0.5233,0.91549,8.10828e-05,8.10828e-05,8.10828e-05
94,96.0657,0.50222,0.66737,0.87462,0.94352,0.93165,0.95844,0.79626,0.58452,0.53178,0.92271,7.20837e-05,7.20837e-05,7.20837e-05
95,96.9472,0.49209,0.66579,0.8858,0.94396,0.93165,0.95727,0.79375,0.59514,0.53286,0.93003,6.30846e-05,6.30846e-05,6.30846e-05
96,97.7951,0.48854,0.62252,0.88072,0.94057,0.93331,0.95652,0.79201,0.60346,0.52991,0.93478,5.40855e-05,5.40855e-05,5.40855e-05
97,98.6391,0.48561,0.60691,0.87516,0.94266,0.93556,0.95581,0.79637,0.60176,0.5286,0.93344,4.50864e-05,4.50864e-05,4.50864e-05
98,99.5257,0.47439,0.62717,0.86536,0.93906,0.93537,0.95549,0.79408,0.58739,0.52042,0.92847,3.60873e-05,3.60873e-05,3.60873e-05
99,100.418,0.47974,0.62655,0.86229,0.94016,0.93528,0.95531,0.7946,0.58355,0.51817,0.92669,2.70882e-05,2.70882e-05,2.70882e-05
100,101.372,0.49092,0.64332,0.86019,0.94302,0.9355,0.95545,0.79568,0.5805,0.51712,0.92462,1.80891e-05,1.80891e-05,1.80891e-05
