epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,13.129,0.85297,2.41598,1.01027,0.57809,0.58043,0.53673,0.46505,0.56561,1.87944,0.84296,0.000368042,0.000368042,0.000368042
21,13.719,0.86739,2.26257,1.0033,0.57809,0.58043,0.53673,0.46505,0.56561,1.87944,0.84296,0.00037448,0.00037448,0.00037448
22,14.327,0.8621,2.35402,0.99578,0.60469,0.52899,0.54638,0.48071,0.50103,1.81969,0.83115,0.00037973,0.00037973,0.00037973
23,14.943,0.78569,2.17116,0.98523,0.60469,0.52899,0.54638,0.48071,0.50103,1.81969,0.83115,0.000383792,0.000383792,0.000383792
24,15.548,0.92045,2.1471,1.07506,0.58877,0.53014,0.52771,0.45994,0.56763,1.84801,0.84339,0.000386666,0.000386666,0.000386666
25,16.142,0.8742,2.18249,1.00941,0.58877,0.53014,0.52771,0.45994,0.56763,1.84801,0.84339,0.000388352,0.000388352,0.000388352
26,16.756,0.82465,2.05334,0.98657,0.57209,0.54167,0.49637,0.43363,0.59187,1.8647,0.84778,0.00038885,0.00038885,0.00038885
27,17.337,0.92427,2.20863,1.01696,0.57209,0.54167,0.49637,0.43363,0.59187,1.8647,0.84778,0.00038816,0.00038816,0.00038816
28,17.943,0.81231,2.04676,1.00651,0.56732,0.53746,0.48611,0.42608,0.57527,1.88239,0.84125,0.000386282,0.000386282,0.000386282
29,18.514,0.82283,1.95209,1.01003,0.56732,0.53746,0.48611,0.42608,0.57527,1.88239,0.84125,0.000383216,0.000383216,0.000383216
30,19.101,0.80968,1.93222,0.99875,0.56732,0.53746,0.48611,0.42608,0.57527,1.88239,0.84125,0.000378962,0.000378962,0.000378962
31,19.699,0.80411,1.91935,1.00518,0.23795,0.68333,0.47914,0.4132,0.56662,1.8938,0.84021,0.00037352,0.00037352,0.00037352
32,20.272,0.85821,2.10246,0.99117,0.23795,0.68333,0.47914,0.4132,0.56662,1.8938,0.84021,0.00036689,0.00036689,0.00036689
33,20.87,0.80944,1.89568,1.02287,0.2715,0.64218,0.48405,0.41408,0.57905,1.82087,0.84299,0.000359072,0.000359072,0.000359072
34,21.453,0.70155,1.74334,0.94065,0.2715,0.64218,0.48405,0.41408,0.57905,1.82087,0.84299,0.0003466,0.0003466,0.0003466
35,22.039,0.82434,1.96286,0.98204,0.2715,0.64218,0.48405,0.41408,0.57905,1.82087,0.84299,0.0003268,0.0003268,0.0003268
36,22.642,0.82708,1.93231,1.01385,0.47179,0.64167,0.46494,0.40763,0.5913,1.72818,0.84479,0.000307,0.000307,0.000307
37,23.234,0.80207,1.83294,0.98387,0.47179,0.64167,0.46494,0.40763,0.5913,1.72818,0.84479,0.0002872,0.0002872,0.0002872
38,23.832,0.79341,1.85825,0.98721,0.47179,0.64167,0.46494,0.40763,0.5913,1.72818,0.84479,0.0002674,0.0002674,0.0002674
39,24.446,0.79832,1.80051,0.99568,0.48311,0.64583,0.51584,0.45047,0.61997,1.66101,0.85132,0.0002476,0.0002476,0.0002476
40,25.024,0.74183,1.84199,0.95481,0.48311,0.64583,0.51584,0.45047,0.61997,1.66101,0.85132,0.0002278,0.0002278,0.0002278
41,49.171,0.73941,1.72226,0.9506,0.31271,0.82778,0.51973,0.47028,0.59821,1.60527,0.84937,0.000208,0.000208,0.000208
42,49.759,0.68941,1.70804,0.94571,0.31271,0.82778,0.51973,0.47028,0.59821,1.60527,0.84937,0.0001882,0.0001882,0.0001882
43,50.332,0.67879,1.67161,0.95613,0.31271,0.82778,0.51973,0.47028,0.59821,1.60527,0.84937,0.0001684,0.0001684,0.0001684
44,50.927,0.71916,1.62114,0.95111,0.30456,0.83836,0.52335,0.47329,0.57104,1.59127,0.84671,0.0001486,0.0001486,0.0001486
45,51.504,0.67386,1.65521,0.96724,0.30456,0.83836,0.52335,0.47329,0.57104,1.59127,0.84671,0.0001288,0.0001288,0.0001288
46,52.083,0.66362,1.60319,0.94441,0.30456,0.83836,0.52335,0.47329,0.57104,1.59127,0.84671,0.000109,0.000109,0.000109
47,52.69,0.68295,1.66305,0.94162,0.3017,0.90324,0.5024,0.45655,0.55231,1.59231,0.84485,8.92e-05,8.92e-05,8.92e-05
48,53.288,0.6751,1.59907,0.94584,0.3017,0.90324,0.5024,0.45655,0.55231,1.59231,0.84485,6.94e-05,6.94e-05,6.94e-05
49,53.883,0.67537,1.70248,0.96487,0.30562,0.91065,0.49148,0.44674,0.53442,1.58803,0.84152,4.96e-05,4.96e-05,4.96e-05
50,54.474,0.68965,1.66987,0.93962,0.30562,0.91065,0.49148,0.44674,0.53442,1.58803,0.84152,2.98e-05,2.98e-05,2.98e-05
