epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,14.484,0.81962,2.10184,0.99411,0.57408,0.53382,0.50761,0.43874,0.55473,1.93614,0.83718,0.000531896,0.000531896,0.000531896
24,15.082,0.90802,2.04948,1.07013,0.54652,0.54167,0.47903,0.40834,0.61324,2.04522,0.85074,0.000548333,0.000548333,0.000548333
25,15.657,0.92033,2.06395,1.02222,0.54652,0.54167,0.47903,0.40834,0.61324,2.04522,0.85074,0.000564176,0.000564176,0.000564176
26,16.264,0.86843,1.9615,0.99974,0.39016,0.53386,0.47193,0.40866,0.58521,2.09273,0.84194,0.000579425,0.000579425,0.000579425
27,16.84,0.95417,2.06743,1.02592,0.39016,0.53386,0.47193,0.40866,0.58521,2.09273,0.84194,0.00059408,0.00059408,0.00059408
28,17.443,0.83149,1.93014,1.01344,0.22003,0.75204,0.48107,0.39678,0.60234,2.11973,0.84054,0.000608141,0.000608141,0.000608141
29,18.017,0.83916,1.87227,1.02378,0.22003,0.75204,0.48107,0.39678,0.60234,2.11973,0.84054,0.000621608,0.000621608,0.000621608
30,18.596,0.83204,1.84463,1.01285,0.22003,0.75204,0.48107,0.39678,0.60234,2.11973,0.84054,0.000634481,0.000634481,0.000634481
31,19.185,0.81249,1.81082,1.01219,0.26925,0.64167,0.45366,0.38737,0.60259,2.08027,0.84539,0.00064676,0.00064676,0.00064676
32,19.757,0.8354,1.99366,0.99349,0.26925,0.64167,0.45366,0.38737,0.60259,2.08027,0.84539,0.000658445,0.000658445,0.000658445
33,20.345,0.81752,1.77019,1.04025,0.29539,0.8832,0.46516,0.39577,0.70521,1.83442,0.8704,0.000669536,0.000669536,0.000669536
34,20.925,0.70063,1.63269,0.94919,0.29539,0.8832,0.46516,0.39577,0.70521,1.83442,0.8704,0.0006733,0.0006733,0.0006733
35,21.5,0.80258,1.84181,0.97884,0.29539,0.8832,0.46516,0.39577,0.70521,1.83442,0.8704,0.0006634,0.0006634,0.0006634
36,22.106,0.83662,1.82035,1.02208,0.31701,0.835,0.52683,0.42907,0.80576,1.66356,0.91312,0.0006535,0.0006535,0.0006535
37,22.686,0.79243,1.69525,0.97719,0.31701,0.835,0.52683,0.42907,0.80576,1.66356,0.91312,0.0006436,0.0006436,0.0006436
38,23.257,0.81505,1.74373,0.99204,0.31701,0.835,0.52683,0.42907,0.80576,1.66356,0.91312,0.0006337,0.0006337,0.0006337
39,23.847,0.79975,1.64481,0.99932,0.32671,0.91566,0.52937,0.43813,0.80541,1.60906,0.91331,0.0006238,0.0006238,0.0006238
40,24.415,0.77509,1.68963,0.96028,0.32671,0.91566,0.52937,0.43813,0.80541,1.60906,0.91331,0.0006139,0.0006139,0.0006139
41,25.018,0.78883,1.66852,1.00141,0.3879,0.68294,0.53292,0.47762,0.6158,1.53425,0.86099,0.000604,0.000604,0.000604
42,25.607,0.78002,1.69547,0.96642,0.3879,0.68294,0.53292,0.47762,0.6158,1.53425,0.86099,0.0005941,0.0005941,0.0005941
43,26.192,0.78154,1.67986,0.96984,0.3879,0.68294,0.53292,0.47762,0.6158,1.53425,0.86099,0.0005842,0.0005842,0.0005842
44,26.793,0.80442,1.59244,1.01462,0.35978,0.65556,0.60571,0.55211,0.48563,1.47773,0.83359,0.0005743,0.0005743,0.0005743
45,27.378,0.70778,1.49403,0.97386,0.35978,0.65556,0.60571,0.55211,0.48563,1.47773,0.83359,0.0005644,0.0005644,0.0005644
46,27.958,0.7106,1.56672,0.96556,0.35978,0.65556,0.60571,0.55211,0.48563,1.47773,0.83359,0.0005545,0.0005545,0.0005545
47,28.563,0.74332,1.46839,0.99998,0.37837,0.59871,0.60178,0.54557,0.47842,1.43578,0.8364,0.0005446,0.0005446,0.0005446
48,29.135,0.76302,1.45516,0.96899,0.37837,0.59871,0.60178,0.54557,0.47842,1.43578,0.8364,0.0005347,0.0005347,0.0005347
49,29.729,0.74259,1.5086,0.99038,0.32781,1,0.60288,0.55452,0.45746,1.41615,0.83615,0.0005248,0.0005248,0.0005248
50,30.314,0.73652,1.51663,0.98809,0.32781,1,0.60288,0.55452,0.45746,1.41615,0.83615,0.0005149,0.0005149,0.0005149
51,30.903,0.77756,1.44008,1.01479,0.32781,1,0.60288,0.55452,0.45746,1.41615,0.83615,0.000505,0.000505,0.000505
52,31.518,0.73048,1.50038,0.93628,0.32604,0.95833,0.60009,0.56635,0.42209,1.42161,0.82717,0.0004951,0.0004951,0.0004951
53,32.118,0.65913,1.40081,0.94744,0.32604,0.95833,0.60009,0.56635,0.42209,1.42161,0.82717,0.0004852,0.0004852,0.0004852
54,32.71,0.74434,1.33642,0.98802,0.32604,0.95833,0.60009,0.56635,0.42209,1.42161,0.82717,0.0004753,0.0004753,0.0004753
55,33.313,0.72553,1.44025,0.9855,0.43066,0.66808,0.63389,0.59847,0.422,1.39401,0.82571,0.0004654,0.0004654,0.0004654
56,33.901,0.66395,1.2854,0.97043,0.43066,0.66808,0.63389,0.59847,0.422,1.39401,0.82571,0.0004555,0.0004555,0.0004555
57,34.524,0.71362,1.32088,0.98084,0.47912,0.75,0.66352,0.61596,0.43436,1.30898,0.82989,0.0004456,0.0004456,0.0004456
58,35.109,0.70414,1.30293,0.99989,0.47912,0.75,0.66352,0.61596,0.43436,1.30898,0.82989,0.0004357,0.0004357,0.0004357
59,35.701,0.70121,1.31906,0.9635,0.47912,0.75,0.66352,0.61596,0.43436,1.30898,0.82989,0.0004258,0.0004258,0.0004258
60,36.3,0.73183,1.29225,0.96682,0.66181,0.75,0.72751,0.67691,0.44256,1.25537,0.83481,0.0004159,0.0004159,0.0004159
61,36.88,0.68152,1.27694,0.96712,0.66181,0.75,0.72751,0.67691,0.44256,1.25537,0.83481,0.000406,0.000406,0.000406
62,37.463,0.67247,1.25575,0.95396,0.66181,0.75,0.72751,0.67691,0.44256,1.25537,0.83481,0.0003961,0.0003961,0.0003961
63,38.069,0.72643,1.31015,0.95261,0.7002,0.74806,0.78526,0.73384,0.42361,1.20444,0.83394,0.0003862,0.0003862,0.0003862
64,38.656,0.69855,1.27008,0.96747,0.7002,0.74806,0.78526,0.73384,0.42361,1.20444,0.83394,0.0003763,0.0003763,0.0003763
65,39.267,0.71233,1.31061,1.02595,0.51382,0.84703,0.79571,0.73564,0.43711,1.13791,0.84286,0.0003664,0.0003664,0.0003664
66,39.858,0.71708,1.33935,0.97444,0.51382,0.84703,0.79571,0.73564,0.43711,1.13791,0.84286,0.0003565,0.0003565,0.0003565
67,40.439,0.68756,1.19652,0.96693,0.51382,0.84703,0.79571,0.73564,0.43711,1.13791,0.84286,0.0003466,0.0003466,0.0003466
68,41.046,0.67754,1.20925,0.94192,0.54468,0.8717,0.83432,0.78199,0.44212,1.08925,0.84453,0.0003367,0.0003367,0.0003367
69,41.624,0.64637,1.13302,0.95856,0.54468,0.8717,0.83432,0.78199,0.44212,1.08925,0.84453,0.0003268,0.0003268,0.0003268
70,42.209,0.64353,1.15422,0.94238,0.54468,0.8717,0.83432,0.78199,0.44212,1.08925,0.84453,0.0003169,0.0003169,0.0003169
71,42.821,0.64793,1.11117,0.93737,0.6133,0.87868,0.88153,0.82993,0.42462,1.02999,0.84431,0.000307,0.000307,0.000307
72,43.398,0.69502,1.21351,0.96227,0.6133,0.87868,0.88153,0.82993,0.42462,1.02999,0.84431,0.0002971,0.0002971,0.0002971
73,43.997,0.67037,1.10262,0.96254,0.63429,0.87053,0.88458,0.84085,0.40855,0.98939,0.84575,0.0002872,0.0002872,0.0002872
74,44.578,0.68503,1.17188,0.99947,0.63429,0.87053,0.88458,0.84085,0.40855,0.98939,0.84575,0.0002773,0.0002773,0.0002773
75,45.17,0.67842,1.11762,0.97658,0.63429,0.87053,0.88458,0.84085,0.40855,0.98939,0.84575,0.0002674,0.0002674,0.0002674
76,45.774,0.68328,1.18279,0.95399,0.91909,0.76443,0.88458,0.84157,0.39712,0.9354,0.84938,0.0002575,0.0002575,0.0002575
77,46.361,0.70401,1.03551,1.02004,0.91909,0.76443,0.88458,0.84157,0.39712,0.9354,0.84938,0.0002476,0.0002476,0.0002476
78,46.949,0.6709,1.15526,0.95064,0.91909,0.76443,0.88458,0.84157,0.39712,0.9354,0.84938,0.0002377,0.0002377,0.0002377
79,47.55,0.65886,1.16103,0.95585,0.94667,0.83333,0.88708,0.84846,0.39065,0.87797,0.84821,0.0002278,0.0002278,0.0002278
80,48.134,0.70907,1.16125,0.99509,0.94667,0.83333,0.88708,0.84846,0.39065,0.87797,0.84821,0.0002179,0.0002179,0.0002179
81,48.736,0.59639,1.03904,0.93047,0.95418,0.83333,0.89833,0.8523,0.39561,0.85238,0.84642,0.000208,0.000208,0.000208
82,49.316,0.71198,1.15276,0.99598,0.95418,0.83333,0.89833,0.8523,0.39561,0.85238,0.84642,0.0001981,0.0001981,0.0001981
83,49.887,0.6865,1.08612,0.99079,0.95418,0.83333,0.89833,0.8523,0.39561,0.85238,0.84642,0.0001882,0.0001882,0.0001882
84,50.502,0.67932,1.11181,0.9552,0.96126,0.83333,0.90423,0.84571,0.40759,0.83807,0.8453,0.0001783,0.0001783,0.0001783
85,51.078,0.60734,0.98675,0.95092,0.96126,0.83333,0.90423,0.84571,0.40759,0.83807,0.8453,0.0001684,0.0001684,0.0001684
86,51.646,0.61805,1.00086,0.93257,0.96126,0.83333,0.90423,0.84571,0.40759,0.83807,0.8453,0.0001585,0.0001585,0.0001585
87,52.238,0.65287,1.02882,0.97884,0.9627,0.83333,0.91208,0.85481,0.40826,0.82276,0.8454,0.0001486,0.0001486,0.0001486
88,52.822,0.61504,0.96882,0.96159,0.9627,0.83333,0.91208,0.85481,0.40826,0.82276,0.8454,0.0001387,0.0001387,0.0001387
89,53.424,0.63409,0.9941,0.97988,0.96472,0.83333,0.91208,0.85723,0.3949,0.81057,0.84439,0.0001288,0.0001288,0.0001288
90,54.022,0.65464,0.95478,0.95333,0.96472,0.83333,0.91208,0.85723,0.3949,0.81057,0.84439,0.0001189,0.0001189,0.0001189
91,77.721,0.56575,0.98747,0.91504,0.96472,0.83333,0.91208,0.85723,0.3949,0.81057,0.84439,0.000109,0.000109,0.000109
92,78.334,0.59272,0.981,0.89699,0.96538,0.83333,0.91208,0.86423,0.38801,0.79691,0.8445,9.91e-05,9.91e-05,9.91e-05
93,78.926,0.57074,0.98982,0.8905,0.96538,0.83333,0.91208,0.86423,0.38801,0.79691,0.8445,8.92e-05,8.92e-05,8.92e-05
94,79.517,0.56541,0.91443,0.8912,0.96538,0.83333,0.91208,0.86423,0.38801,0.79691,0.8445,7.93e-05,7.93e-05,7.93e-05
95,80.121,0.591,0.98587,0.91714,0.96776,0.83333,0.90815,0.8582,0.3862,0.79216,0.84512,6.94e-05,6.94e-05,6.94e-05
96,80.703,0.55226,0.89223,0.9072,0.96776,0.83333,0.90815,0.8582,0.3862,0.79216,0.84512,5.95e-05,5.95e-05,5.95e-05
97,81.336,0.56133,0.9785,0.92962,0.97164,0.83333,0.91208,0.8604,0.38607,0.78355,0.84776,4.96e-05,4.96e-05,4.96e-05
98,81.971,0.57617,0.93164,0.94418,0.97164,0.83333,0.91208,0.8604,0.38607,0.78355,0.84776,3.97e-05,3.97e-05,3.97e-05
99,82.566,0.56259,0.95732,0.90702,0.97164,0.83333,0.91208,0.8604,0.38607,0.78355,0.84776,2.98e-05,2.98e-05,2.98e-05
100,83.157,0.57737,0.99301,0.90643,0.97167,0.83333,0.91208,0.86107,0.38743,0.78062,0.84917,1.99e-05,1.99e-05,1.99e-05
