epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,41.3164,0.74267,1.07937,0.97213,0.85499,0.88203,0.91433,0.72559,0.67591,0.78604,0.9604,0.000585032,0.000585032,0.000585032
38,42.2477,0.71568,0.95933,0.96489,0.84211,0.89746,0.91884,0.72011,0.67621,0.71302,0.95888,0.000576033,0.000576033,0.000576033
39,43.199,0.69596,0.96628,0.93449,0.88588,0.88227,0.91747,0.70293,0.72866,0.70539,0.97367,0.000567034,0.000567034,0.000567034
40,44.2083,0.75234,1.0036,0.97769,0.84612,0.91523,0.91792,0.70221,0.73432,0.71524,0.97387,0.000558035,0.000558035,0.000558035
41,45.2325,0.75307,0.98256,0.95651,0.84799,0.92374,0.92172,0.71174,0.70996,0.71254,0.96724,0.000549036,0.000549036,0.000549036
42,46.2244,0.67834,0.90141,0.94427,0.85536,0.92254,0.93344,0.74711,0.65765,0.6849,0.95391,0.000540037,0.000540037,0.000540037
43,47.1097,0.6939,0.94099,0.94605,0.88453,0.89878,0.93279,0.74577,0.67679,0.68465,0.95791,0.000531038,0.000531038,0.000531038
44,47.978,0.70397,0.96175,0.95533,0.88784,0.89946,0.92932,0.74855,0.67909,0.67606,0.95232,0.000522039,0.000522039,0.000522039
45,48.8821,0.65906,0.85869,0.9254,0.89442,0.9064,0.93073,0.74908,0.68385,0.67159,0.95907,0.00051304,0.00051304,0.00051304
46,49.7823,0.67177,0.91638,0.94257,0.89541,0.90289,0.92996,0.75012,0.67682,0.67261,0.954,0.00050404,0.00050404,0.00050404
47,50.703,0.67635,0.84342,0.96867,0.88606,0.9095,0.93299,0.75376,0.65148,0.65998,0.94795,0.000495041,0.000495041,0.000495041
48,51.5998,0.6546,0.90169,0.92549,0.89305,0.90044,0.9343,0.75296,0.65294,0.65446,0.94945,0.000486042,0.000486042,0.000486042
49,52.4728,0.66492,0.87812,0.93293,0.90999,0.88971,0.9365,0.75415,0.65251,0.66272,0.94466,0.000477043,0.000477043,0.000477043
50,53.3741,0.69592,0.88307,0.94846,0.8613,0.94056,0.93671,0.7426,0.67274,0.6698,0.95318,0.000468044,0.000468044,0.000468044
51,54.2739,0.66482,0.84896,0.93748,0.91298,0.89572,0.93586,0.75233,0.65282,0.65746,0.94276,0.000459045,0.000459045,0.000459045
52,55.2233,0.67959,0.83458,0.93197,0.88178,0.92202,0.93549,0.75552,0.64411,0.64692,0.93901,0.000450046,0.000450046,0.000450046
53,56.1668,0.64144,0.84807,0.92664,0.89561,0.91042,0.9356,0.75041,0.66398,0.64596,0.95212,0.000441047,0.000441047,0.000441047
54,57.1091,0.6763,0.82534,0.93974,0.86976,0.92652,0.94051,0.77317,0.62091,0.6229,0.92869,0.000432048,0.000432048,0.000432048
55,58.0048,0.65277,0.83379,0.91647,0.86409,0.92296,0.93931,0.76972,0.6211,0.63621,0.92859,0.000423049,0.000423049,0.000423049
56,58.9088,0.68865,0.8694,0.94032,0.85579,0.92722,0.9383,0.76071,0.62466,0.63625,0.93346,0.000414049,0.000414049,0.000414049
57,59.8087,0.65383,0.83055,0.9343,0.86561,0.93577,0.94118,0.76651,0.61979,0.63023,0.93164,0.00040505,0.00040505,0.00040505
58,60.7273,0.64873,0.82331,0.92711,0.88228,0.92255,0.94338,0.75839,0.64261,0.62156,0.93478,0.000396051,0.000396051,0.000396051
59,61.6379,0.68703,0.86624,0.93388,0.8841,0.91531,0.94397,0.77084,0.62524,0.6079,0.93189,0.000387052,0.000387052,0.000387052
60,62.529,0.66064,0.84851,0.92897,0.90737,0.9061,0.94711,0.77204,0.62848,0.60298,0.93234,0.000378053,0.000378053,0.000378053
61,63.4195,0.6199,0.78135,0.91139,0.91071,0.91639,0.95063,0.77619,0.61742,0.59796,0.92592,0.000369054,0.000369054,0.000369054
62,64.3353,0.57778,0.72986,0.90525,0.89445,0.94701,0.95832,0.79041,0.60911,0.58274,0.9203,0.000360055,0.000360055,0.000360055
63,65.2386,0.64021,0.82087,0.91993,0.90717,0.93212,0.95896,0.78891,0.61107,0.57012,0.92267,0.000351056,0.000351056,0.000351056
64,66.1988,0.6203,0.80105,0.92126,0.89,0.96461,0.9592,0.78769,0.60937,0.57044,0.91966,0.000342057,0.000342057,0.000342057
65,67.1154,0.63275,0.75516,0.92479,0.89626,0.95302,0.9572,0.78724,0.61285,0.5864,0.91869,0.000333058,0.000333058,0.000333058
66,68.0543,0.6192,0.76665,0.93468,0.89616,0.95357,0.95851,0.78752,0.61974,0.57879,0.9242,0.000324058,0.000324058,0.000324058
67,68.9336,0.63805,0.76278,0.93156,0.92124,0.94731,0.9612,0.78081,0.64254,0.56643,0.93675,0.000315059,0.000315059,0.000315059
68,69.8512,0.60125,0.73495,0.90616,0.91825,0.93191,0.96299,0.78233,0.64337,0.569,0.9397,0.00030606,0.00030606,0.00030606
69,70.7551,0.59802,0.72377,0.91491,0.92563,0.92772,0.9608,0.77879,0.6359,0.57336,0.93693,0.000297061,0.000297061,0.000297061
70,71.6471,0.60836,0.74647,0.8979,0.91112,0.92874,0.95499,0.78686,0.61308,0.56796,0.92799,0.000288062,0.000288062,0.000288062
71,72.5465,0.61188,0.69885,0.91053,0.90283,0.93784,0.95539,0.78419,0.61594,0.56372,0.92929,0.000279063,0.000279063,0.000279063
72,73.4154,0.56786,0.71678,0.89688,0.91809,0.93406,0.95624,0.78817,0.60467,0.55657,0.92447,0.000270064,0.000270064,0.000270064
73,74.2956,0.55034,0.69819,0.87994,0.927,0.93669,0.95948,0.78796,0.59944,0.55123,0.92196,0.000261065,0.000261065,0.000261065
74,75.1924,0.60075,0.70759,0.8967,0.92622,0.93338,0.96298,0.78902,0.60402,0.54411,0.9244,0.000252066,0.000252066,0.000252066
75,76.0679,0.57383,0.68387,0.90368,0.92443,0.93542,0.96506,0.79704,0.5982,0.53985,0.9198,0.000243067,0.000243067,0.000243067
76,76.9623,0.60107,0.75748,0.9075,0.92606,0.93067,0.96718,0.79818,0.58697,0.5363,0.91243,0.000234068,0.000234068,0.000234068
77,77.932,0.57636,0.68865,0.89927,0.9059,0.95474,0.96789,0.79793,0.57962,0.53765,0.90684,0.000225068,0.000225068,0.000225068
78,78.8324,0.57719,0.69442,0.88627,0.92682,0.94675,0.96781,0.80501,0.57977,0.52951,0.90385,0.000216069,0.000216069,0.000216069
79,79.7604,0.64112,0.74546,0.92792,0.92159,0.95444,0.96773,0.80296,0.58862,0.53248,0.90496,0.00020707,0.00020707,0.00020707
80,80.6323,0.61808,0.72669,0.92466,0.91633,0.95466,0.96617,0.79734,0.59207,0.5354,0.90727,0.000198071,0.000198071,0.000198071
81,81.4985,0.58162,0.69438,0.90918,0.91577,0.95093,0.96421,0.79681,0.60612,0.53928,0.9133,0.000189072,0.000189072,0.000189072
82,82.3852,0.58298,0.69914,0.90432,0.91603,0.95017,0.96402,0.79666,0.60608,0.52998,0.91866,0.000180073,0.000180073,0.000180073
83,83.2485,0.59795,0.6883,0.89136,0.91554,0.95584,0.96513,0.7983,0.59733,0.52375,0.91541,0.000171074,0.000171074,0.000171074
84,84.116,0.57919,0.71808,0.88517,0.91139,0.96061,0.96637,0.79649,0.59535,0.52183,0.91508,0.000162075,0.000162075,0.000162075
85,84.9785,0.56922,0.68543,0.90309,0.91467,0.96302,0.96741,0.79722,0.59804,0.52128,0.91793,0.000153076,0.000153076,0.000153076
86,85.8692,0.5846,0.69256,0.90451,0.93149,0.94889,0.96847,0.80787,0.58298,0.51855,0.9103,0.000144077,0.000144077,0.000144077
87,86.7595,0.55079,0.66715,0.8941,0.93213,0.94924,0.97052,0.80419,0.57625,0.51317,0.90785,0.000135077,0.000135077,0.000135077
88,87.6223,0.57305,0.68336,0.9113,0.93074,0.95219,0.97209,0.81159,0.57486,0.50858,0.90616,0.000126078,0.000126078,0.000126078
89,88.4932,0.59796,0.699,0.90253,0.92064,0.95996,0.97413,0.81364,0.57738,0.50515,0.90596,0.000117079,0.000117079,0.000117079
90,89.4265,0.59085,0.69471,0.91374,0.92796,0.95563,0.97475,0.81054,0.58161,0.50061,0.90788,0.00010808,0.00010808,0.00010808
91,98.8036,0.53504,0.66887,0.88676,0.92807,0.95609,0.97439,0.80951,0.57864,0.4993,0.90875,9.9081e-05,9.9081e-05,9.9081e-05
92,99.6362,0.49815,0.60263,0.87741,0.94129,0.94738,0.97409,0.81132,0.57351,0.49691,0.90749,9.00819e-05,9.00819e-05,9.00819e-05
93,100.507,0.49377,0.61199,0.86701,0.93861,0.95376,0.97395,0.80893,0.57366,0.49867,0.90703,8.10828e-05,8.10828e-05,8.10828e-05
94,101.408,0.5138,0.6315,0.87514,0.94119,0.95281,0.97398,0.81037,0.57865,0.4979,0.91195,7.20837e-05,7.20837e-05,7.20837e-05
95,102.265,0.50136,0.62061,0.88354,0.93689,0.95617,0.97374,0.8095,0.58646,0.49593,0.91616,6.30846e-05,6.30846e-05,6.30846e-05
96,103.089,0.49713,0.58566,0.87902,0.93872,0.95549,0.97351,0.81058,0.59118,0.49703,0.91844,5.40855e-05,5.40855e-05,5.40855e-05
97,103.924,0.49529,0.57127,0.87685,0.93923,0.95429,0.97265,0.81167,0.59005,0.49781,0.91762,4.50864e-05,4.50864e-05,4.50864e-05
98,104.783,0.48301,0.59447,0.86389,0.94114,0.95316,0.97333,0.81596,0.5785,0.49631,0.91216,3.60873e-05,3.60873e-05,3.60873e-05
99,105.627,0.49164,0.59322,0.86184,0.94301,0.95232,0.9731,0.81574,0.57571,0.49644,0.90996,2.70882e-05,2.70882e-05,2.70882e-05
100,106.495,0.50152,0.61766,0.85977,0.93865,0.95418,0.97355,0.81591,0.57319,0.49548,0.9078,1.80891e-05,1.80891e-05,1.80891e-05
